"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","logP"
"Cmtr1","82.8286961958022","-0.303852978430573","0.620729433367354","0.624481003254947","0.917102343308839","0.2"
"Cmtr2","3.24830945467978","2.46985336703123","1.96675730521021","0.209188575863995",NA,"0.7"
"Cmya5","6.95248843912127","-0.596624270034597","1.47375394703572","0.685600250878848","0.932896862021882","0.2"
"Cnbd2","49.4638860100159","-0.515770571836743","0.672556041679989","0.44315216334483","0.847103521457623","0.4"
"Cnbp","182.27717499618","0.146278553709537","0.387742199655526","0.705982442853507","0.937565901645135","0.2"
"Cndp1","0.121003355658225","-0.915016246583852","5.35414852461368","0.864303532822085",NA,"0.1"
"Cndp2","49.3313451078287","2.13521899719626","0.710902054468026","0.00266863104673337","0.177996053620155","2.6"
"Cnep1r1","22.3686860525764","0.0571407452517238","0.781338568063765","0.941701186390477","0.989069508006004","0"
"Cnga3","1.25501882650609","1.39024933209203","2.86474227739199","0.627466054831651",NA,"0.2"
"Cnga4","0.253397603503028","-0.914791177128593","5.35415604889338","0.864336775751414",NA,"0.1"
"Cngb1","0.616077915022593","-0.176368301647152","3.99090403400429","0.964750905396824",NA,"0"
"Cnih1","50.907878237657","0.134687836769251","0.656046087027023","0.837335868363202","0.969697013298331","0.1"
"Cnih2","497.951388539484","0.867487660621095","0.371200821305462","0.0194403970081447","0.32416563845483","1.7"
"Cnih3","49.2232582695252","-0.0822090394738195","0.696084141796909","0.905986713381571","0.984048425867018","0"
"Cnih4","20.3630179343641","-0.00907178578635984","0.995435867379735","0.992728675083403","0.998561328218973","0"
"Cnksr2","340.146567560502","0.0263752639547879","0.292319061176015","0.928106306935416","0.986501846020378","0"
"Cnksr3","2.23041564813988","2.66120850518547","2.57145527211156","0.300713899305403",NA,"0.5"
"Cnn2","1.53867745864677","1.56894864904549","2.82436736144966","0.578549664453291",NA,"0.2"
"Cnn3","52.642966206143","-0.22324597516599","0.520737919291604","0.668133692800961","0.927825968595229","0.2"
"Cnnm1","184.927160051211","-0.149928852713916","0.412294295823325","0.716122949517669","0.94132374648242","0.1"
"Cnnm2","26.8598991197725","1.53842318512881","0.766512885636287","0.044745242467731","0.443333833917694","1.3"
"Cnnm3","37.2605012059128","-0.52999195982908","0.673793711353111","0.431528377184865","0.8415383886554","0.4"
"Cnnm4","18.9700099325615","-0.267830031858034","0.793760910911451","0.735801045579943","0.946477634588871","0.1"
"Cnot1","138.512382913355","0.662084265258657","0.505511964387478","0.190287137345107","0.682978342583925","0.7"
"Cnot10","45.2220881886291","0.879540597887303","0.693786273110411","0.204890821390638","0.695803986218367","0.7"
"Cnot11","42.7784831140088","-1.87633723453296","1.01334058856456","0.0640782062548537","0.492266896246834","1.2"
"Cnot2","47.4392313293532","-0.0206972583619843","0.726144816522487","0.977261027348209","0.996322382720342","0"
"Cnot3","73.1684340074716","0.099349881397478","0.718116465478281","0.889965496649745","0.980476343163664","0.1"
