"","gene","pvalue","lfc","padj","direction"
"330","Rasgrf2",1.96229443341886,-2.29691330812318,0.0109070063651097,"DG"
"442","Zfp385b",1.98645699839112,2.0609434727495,0.0103167522556415,"CA1"
"57","Camsap2",1.9975474185278,1.12003550438943,0.0100566325346837,"CA1"
"146","Galnt16",1.99836565723368,1.18869414764535,0.0100377030306837,"CA1"
"276","Pcp4",1.99836565723368,-7.0925653669034,0.0100377030306837,"DG"
"33","Asap1",1.99950071555944,2.16587339522584,0.0100115030600504,"CA1"
"334","Rbm3",2.01424664825418,-1.25560481911318,0.0096772809970644,"DG"
"279","Pde7b",2.03018294015548,-3.24849196842877,0.00932861263951331,"DG"
"364","Sipa1l2",2.03018294015548,-2.05310464313064,0.00932861263951331,"DG"
"75","Chd7",2.04866619576263,-2.31608081133857,0.00893992353572799,"DG"
"65","Ccng1",2.05723239831744,1.77089487344509,0.0087653164872397,"CA1"
"284","Phyhipl",2.07350019988181,-1.42034079576938,0.00844305853321485,"DG"
"126","Fam189a1",2.07359196728045,2.21099728750707,0.00844127468447175,"CA1"
"14","Adgrl3",2.07548220071583,1.65172477723312,0.00840461452174177,"CA1"
"213","Lrrc16a",2.07548220071583,-2.08835818310236,0.00840461452174177,"DG"
"233","Mbp",2.07658562783008,-2.02203563388978,0.00838328772927487,"DG"
"400","Tdo2",2.07658562783008,-8.58562827877421,0.00838328772927487,"DG"
"206","Lhx9",2.08421721964933,-4.8595334222542,0.00823726011618665,"DG"
"205","Lhfpl2",2.11261052684458,-2.74592616915464,0.00771595121592965,"DG"
"240","Micall1",2.11715961887317,-1.85390234043448,0.00763555097984374,"DG"
"16","Ahcyl2",2.12422562897087,-1.7111097749385,0.0075123250486577,"DG"
"142","Gabra1",2.12422562897087,1.59184039872421,0.0075123250486577,"CA1"
"10","Adcy9",2.12987359326841,1.72240273544122,0.00741526040135938,"CA1"
"77","Chst8",2.13380030166945,3.18919908628764,0.00734851691749552,"CA1"
"326","Rab3c",2.13582755388327,1.94316232967461,0.00731429455883097,"CA1"
"363","Sik3",2.13582755388327,1.17697284412971,0.00731429455883097,"CA1"
"119","Ephb1",2.13821850227228,-2.45852071615889,0.00727413736002963,"DG"
"187","Itpr1",2.14536724692829,2.51592603246624,0.00715538082927825,"CA1"
"9","Adarb2",2.16648859948012,-2.60162011937932,0.0068157146619755,"DG"
"94","Crym",2.17057130157271,2.03607428642743,0.0067519419290422,"CA1"
"292","Plekhb1",2.17366197169162,-1.57182254904056,0.00670406209660498,"DG"
"133","Fos",2.18189590948044,-1.36411005102781,0.00657815481887317,"DG"
"328","Rasal1",2.18911021508923,1.59959043005755,0.00646978404978072,"CA1"
"152","Gm19410",2.1925150592609,4.02192795662977,0.00641925962191957,"CA1"
"374","Slc4a8",2.1925150592609,1.29068213859053,0.00641925962191957,"CA1"
"54","Camk2d",2.22216725878339,-2.84348412891528,0.00599560124644793,"DG"
"370","Slc26a10",2.26241475161071,-3.8686608649003,0.00546493811537344,"DG"
"372","Slc29a4",2.26321936964306,-3.1384850073625,0.0054548225898196,"DG"
"89","Cpne9",2.26386350543941,-4.49711875790474,0.00544673811661955,"DG"
"117","Epb41",2.27163115003139,-2.98416889217572,0.00535018562270601,"DG"
"165","Hcn1",2.31754453964614,3.12787768266822,0.0048134388660853,"CA1"
"389","Stk32c",2.31754453964614,-1.71308743232275,0.0048134388660853,"DG"
"31","Arl15",2.31754759463725,2.16103941543966,0.00481340500666074,"CA1"
"72","Cdkl5",2.32207757057646,1.85065811779712,0.00476345897706829,"CA1"
"382","Spata13",2.32599919940421,-2.77311964396418,0.00472063911484254,"DG"
"272","Parm1",2.40649889774452,2.1749498104796,0.00392194141734647,"CA1"
"303","Ppl",2.40649889774452,-3.7214117664299,0.00392194141734647,"DG"
"426","Ttc39b",2.4208358659454,1.69221170139815,0.00379458367575333,"CA1"
"189","Jun",2.42373231422409,-1.43167267742742,0.0037693605920389,"DG"
"20","Alox12b",2.43754278723231,5.28116917286588,0.00365138151618018,"CA1"
"434","Wfs1",2.44801435039769,4.89883719264917,0.00356439355401825,"CA1"
"244","Mt1",2.4598653083172,-1.65426552262839,0.00346844403771118,"DG"
"181","Il1rap",2.48150165715072,-2.19804261387339,0.00329988148762571,"DG"
"123","Esr1",2.48795617726594,7.17213260239742,0.003251201021609,"CA1"
"132","Fmn1",2.49135538147969,2.55559299939947,0.00322585333819096,"CA1"
"172","Htr5b",2.49135538147969,7.79491111071642,0.00322585333819096,"CA1"
"307","Prickle2",2.49135538147969,1.28434608119839,0.00322585333819096,"CA1"
"167","Hivep2",2.49158141750082,1.46911648692258,0.00322417482426796,"CA1"
"383","Spink8",2.49507980747565,5.04775642400903,0.00319830732352645,"CA1"
"365","Slc16a11",2.52064856345446,-3.08506828054531,0.00301544517323874,"DG"
"274","Pcdh8",2.52697386394455,-2.73348124090973,0.0029718448734422,"DG"
"435","Wnt2",2.53381147853977,6.86010872035311,0.00292542198905186,"CA1"
"385","Spsb1",2.55534592341083,-3.45306667518432,0.00278390285630076,"DG"
"287","Pkia",2.58074712582217,-1.91937892731363,0.0026257469771229,"DG"
"280","Pdyn",2.58106368447475,-4.86275221260983,0.00262383375901845,"DG"
"355","Sez6",2.59317965640018,3.74553325970926,0.00255164553450946,"CA1"
"281","Pdzd2",2.60733541461437,-3.62329363466011,0.00246981591829279,"DG"
"373","Slc39a6",2.60733541461437,-2.01300121782596,0.00246981591829279,"DG"
"179","Il16",2.61754436065324,-4.53266022542669,0.00241243510380347,"DG"
"425","Tspan18",2.63407870441705,-5.51872341801384,0.00232231589973185,"DG"
"286","Pitpnm2",2.6466155898121,-2.20761031394156,0.00225623540638777,"DG"
"361","Shank1",2.67472418678323,1.76616853350744,0.00211483170795286,"CA1"
"381","Sorl1",2.67472418678323,1.66748146804824,0.00211483170795286,"CA1"
"135","Foxo1",2.67557999521968,-3.03719063556683,0.00211066838374864,"DG"
"444","Zfp703",2.67557999521968,1.78220743029332,0.00211066838374864,"CA1"
"212","Lrp1",2.70765588238414,1.1651809529099,0.00196039739893028,"CA1"
"215","Lrrn2",2.70765588238414,1.00994864620011,0.00196039739893028,"CA1"
"2","3110035E14Rik",2.73920671249533,2.70912554032425,0.00182302778357875,"CA1"
"260","Nr3c2",2.7520054563547,1.39835039331669,0.00177008671930206,"CA1"
"91","Crim1",2.75865269575574,1.68392155804648,0.00174320034923073,"CA1"
"318","Ptma",2.78873712565625,-1.30999428140731,0.00162653298288483,"DG"
"5","Adam23",2.79530872676422,1.54289595145529,0.00160210609720071,"CA1"
"29","Arhgap26",2.80081882101349,1.54532449322114,0.00158190784199908,"CA1"
"68","Cdh6",2.80081882101349,8.44337734020511,0.00158190784199908,"CA1"
"101","Cyld",2.80081882101349,1.68327663959228,0.00158190784199908,"CA1"
"225","Man1a",2.80081882101349,4.43283637341006,0.00158190784199908,"CA1"
"148","Galntl6",2.80908274821856,3.79744146900688,0.00155209125436384,"CA1"
"130","Fam234b",2.83232380002769,1.238281774115,0.00147121518903872,"CA1"
"102","Dab2ip",2.84999683763721,1.49424393138123,0.0014125478302069,"CA1"
