"","gene","pvalue","lfc","padj","color"
"11448","Psenen",0.126249667877379,0.668332686734839,0.74773951528914,"none"
"11449","Psg16",0.0712902582283829,-0.278291041493249,0.84861311974725,"none"
"11455","Psip1",0.026321530748545,-0.105043259377759,0.94119252483344,"none"
"11456","Pskh1",0.0156051199600635,0.231550179878178,0.964705778774056,"none"
"11457","Psma1",0.149951309543844,0.506051788582766,0.708025159409561,"none"
"11458","Psma2",0.012640253764736,-0.104183528662673,0.971314218657363,"none"
"11459","Psma3",0.0127646752190996,0.0860086317992463,0.971035985746594,"none"
"11460","Psma4",0.0439182718558523,-0.286763720012752,0.903819543909853,"none"
"11461","Psma5",0.267893555457415,0.726772185605032,0.539642871489337,"none"
"11462","Psma6",0.0118643528934516,0.0875502793934426,0.973051098130826,"none"
"11463","Psma7",0.0679072069843027,0.366725012306005,0.855249429219602,"none"
"11465","Psmb1",0.597242712888858,0.92352400638069,0.252788484997832,"none"
"11466","Psmb10",0.13372087890768,0.768101678576635,0.734986092001783,"none"
"11468","Psmb2",0.0954149503035912,0.473715959345186,0.802758753068914,"none"
"11469","Psmb3",0.0612476611818203,0.3127861943012,0.868465036355451,"none"
"11470","Psmb4",0.418123357523824,0.606143392304149,0.381835798338815,"none"
"11471","Psmb5",0.0967343314587421,0.379747441058378,0.800323682837207,"none"
"11472","Psmb6",0.123255854148986,0.568691303576488,0.752911873129626,"none"
"11473","Psmb7",0.105998031477555,0.352479950977672,0.78343319381831,"none"
"11476","Psmc1",0.000106075710295527,0.00402777017282349,0.999755781476944,"none"
"11477","Psmc2",0.00216212574049873,-0.0208289725416839,0.995033893584933,"none"
"11478","Psmc3",0.240262372835951,0.547746277192814,0.575092398472174,"none"
"11480","Psmc4",0.0732611043305432,0.39617174590989,0.844770803627152,"none"
"11481","Psmc5",0.0954412640868339,0.44275737641221,0.802710115610276,"none"
"11482","Psmc6",0.183123679696464,-0.616520099489266,0.655958433873491,"none"
"11483","Psmd1",0.0329736222630075,0.165029418013125,0.926886117937053,"none"
"11484","Psmd10",0.0322348090025778,-0.513229016445726,0.928464260405814,"none"
"11485","Psmd11",0.0023595703278067,0.0175836694227855,0.99458162119394,"none"
"11486","Psmd12",0.295043939156985,0.879756277218046,0.506939416770029,"none"
"11487","Psmd13",0.0268075196968848,0.147433297015939,0.940139890383042,"none"
"11488","Psmd14",0.0665170565516935,-0.39632117910642,0.857991417167259,"none"
"11489","Psmd2",0.0890255208506116,-0.243745809609391,0.814656410201818,"none"
"11490","Psmd3",0.148123081260617,-0.471922875713246,0.711011980692575,"none"
"11491","Psmd4",0.0145878947995606,0.100794357456061,0.966968006778437,"none"
"11492","Psmd5",0.0436850604285484,-0.254837250212853,0.904305015538771,"none"
"11493","Psmd6",0.0670012638730656,0.356118651254106,0.857035351103647,"none"
"11494","Psmd7",0.0235984451876907,-0.131776013880474,0.947112470209745,"none"
"11495","Psmd8",0.0398548104500276,0.201213537085237,0.912315785849921,"none"
"11496","Psmd9",0.0108962545528509,-0.123262969374208,0.975222573715171,"none"
"11497","Psme1",0.156815125705252,0.674558746036939,0.696923123339373,"none"
"11498","Psme2",0.360096090861972,1.28931268734417,0.436419260572016,"none"
"11500","Psme3",0.0329736222630075,0.168837765342521,0.926886117937053,"none"
"11501","Psme4",0.18431797973102,-0.646690217022024,0.654157040998313,"none"
