"","gene","pvalue","lfc","padj","color"
"8608","Mboat7",1.03885252701807,0.895309263695585,0.091442369877951,"CA1"
"8609","Mbp",2.07705037818083,-2.02203555897462,0.00837432134324472,"DG"
"8610","Mbtd1",0.166276510193886,-0.808847691278253,0.681904395383375,"none"
"8611","Mbtps1",0.00323183782773802,0.141432104371334,0.992586038408608,"none"
"8612","Mbtps2",0.00262314778467679,-0.13839239956866,0.993978183271232,"none"
"8613","Mc1r",0.00957314231432341,-0.916512962664447,0.978198196289692,"none"
"8615","Mc4r",0.412730066031907,3.4670918355721,0.386607196522522,"none"
"8617","Mcam",0.520946838751874,-1.63039001287847,0.301337486369782,"none"
"8618","Mcat",0.000592281041289097,0.0306824108713299,0.998637152025393,"none"
"8619","Mcc",0.0226601977402082,-0.579897740816619,0.949160818686617,"none"
"8620","Mccc1",0.0103140037629672,-0.66566539713658,0.976530913893269,"none"
"8621","Mccc2",0.00669378611366504,-0.433806740193218,0.984705160439594,"none"
"8622","Mcee",0.0236690147034937,-0.743993645734885,0.946958584214777,"none"
"8625","Mcf2l",0.0726013752378969,-0.46995481401994,0.846055055260178,"none"
"8626","Mcfd2",0.00669378611366504,-0.271073954898733,0.984705160439594,"none"
"8627","Mchr1",3.12263941881176,3.71664874518625,0.000753981311138818,"CA1"
"8629","Mcl1",0.00746652886953918,-0.249181170523326,0.98295462651779,"none"
"8631","Mcm2",0.00526322874783178,-0.509331339322558,0.987954107654229,"none"
"8632","Mcm3",0.000592281041289097,-0.0651196161850115,0.998637152025393,"none"
"8633","Mcm3ap",0.00175501553439055,0.111123864017931,0.995967081538918,"none"
"8634","Mcm4",0.000903224205589173,-0.106258543660048,0.99792241059134,"none"
"8635","Mcm5",0.0040628251745261,-0.513146101577416,0.990688621203011,"none"
"8636","Mcm6",1.76036409397891,-3.79188220832625,0.0173634454114999,"DG"
"8637","Mcm7",0.00234536538613051,-0.238196554000988,0.994614152588102,"none"
"8638","Mcm8",0.00746652886953918,-0.80364505514688,0.98295462651779,"none"
"8639","Mcm9",0.00716420337743041,-0.787326108192333,0.983639129114201,"none"
"8640","Mcmbp",0.105060722530436,-0.804342373716302,0.785125851586158,"none"
"8641","Mcmdc2",0.000140118068823702,-0.00963197140473949,0.999677418264147,"none"
"8642","Mcoln1",0.0378302247758388,-0.502394353418287,0.916578730794604,"none"
"8643","Mcph1",0.000592281041289097,-0.0561565212981586,0.998637152025393,"none"
"8644","Mcrs1",0.00669378611366504,-0.319732988222648,0.984705160439594,"none"
"8645","Mctp1",1.94700313733108,-4.48508796527415,0.0112978775308846,"DG"
"8647","Mcts1",0.00766957214018767,-0.464648317649349,0.982495178647628,"none"
"8648","Mcts2",0.00175501553439055,0.173402349209254,0.995967081538918,"none"
"8649","Mcu",0.215877820063807,-1.06659363546274,0.608306111784134,"none"
"8650","Mcur1",0.00262314778467679,0.14896934187211,0.993978183271232,"none"
"8651","Mdc1",0.00582065336093486,-0.363675580803775,0.986686864602875,"none"
"8654","Mdga1",0.723777011860339,1.50107809064724,0.188896098558869,"none"
"8655","Mdga2",0.0103140037629672,0.435067149406041,0.976530913893269,"none"
"8656","Mdh1",0.0040628251745261,0.17457383164015,0.990688621203011,"none"
"8658","Mdh2",0.0040628251745261,-0.120624763928779,0.990688621203011,"none"
"8659","Mdk",0.000592281041289097,0.0800497401523332,0.998637152025393,"none"
"8660","Mdm1",0.0743593111287987,1.24873692056818,0.842637317985107,"none"
"8661","Mdm2",0.00746652886953918,-0.387910298210686,0.98295462651779,"none"
"8662","Mdm4",0.00227470916581981,-0.0924735008258863,0.99477598147742,"none"
"8663","Mdn1",0.000592281041289097,-0.020150048967382,0.998637152025393,"none"
"8664","Mdp1",0.341182907891248,-1.05252456840702,0.45584489143459,"none"
"8665","Me1",0.00516700943047672,0.350849164262886,0.988173016263497,"none"
"8666","Me2",0.00397700706573803,0.276123721411231,0.990884404083047,"none"
"8667","Me3",0.043594800291,-0.578880553032596,0.904492978271357,"none"
"8668","Mea1",0.0040628251745261,0.193903885892598,0.990688621203011,"none"
"8669","Meaf6",0.00262314778467679,0.0962832716631236,0.993978183271232,"none"
"8671","Mecp2",0.129840879863222,0.589234361813738,0.741581897984599,"none"
"8672","Mecr",0.00746652886953918,-0.498653672076834,0.98295462651779,"none"
"8673","Med1",0.00716420337743041,-0.304274452627359,0.983639129114201,"none"
"8674","Med10",0.00746652886953918,0.528300756738799,0.98295462651779,"none"
"8676","Med12",0.488355006025586,-0.795997912275045,0.324821669342669,"none"
"8677","Med12l",0.00262314778467679,0.131351560023059,0.993978183271232,"none"
"8678","Med13",0.00669378611366504,0.271723232294835,0.984705160439594,"none"
"8679","Med13l",0.0103140037629672,0.348796254406192,0.976530913893269,"none"
"8680","Med14",0.337505727734458,0.90793552564752,0.459720925417342,"none"
"8681","Med15",0.10255998583668,-0.676795872737969,0.789659772090441,"none"
"8682","Med16",0.00669378611366504,-0.244755064125126,0.984705160439594,"none"
"8683","Med17",0.000592281041289097,-0.0157250045108018,0.998637152025393,"none"
"8684","Med18",0.00467130305158,-0.428069830601818,0.989301566935243,"none"
"8685","Med19",0.0121208475939355,0.441680789636144,0.972476582973328,"none"
"8686","Med20",0.14902665623849,-1.36074444888032,0.709534216653079,"none"
"8687","Med21",0.00669378611366504,-0.559150231678392,0.984705160439594,"none"
"8688","Med22",0.0324413968128865,-0.740211285799788,0.9280227079726,"none"
"8689","Med23",0.000592281041289097,-0.0248921248927169,0.998637152025393,"none"
"8690","Med24",0.292718747447981,0.663513673589875,0.509660824598877,"none"
"8691","Med25",0.0304567697041804,-0.50062387414584,0.932273265541451,"none"
"8692","Med26",0.00746652886953918,0.511704021722328,0.98295462651779,"none"
"8693","Med27",0.00746652886953918,-0.424164960379574,0.98295462651779,"none"
"8694","Med28",0.00227470916581981,0.096238482363656,0.99477598147742,"none"
"8695","Med29",0.00746652886953918,-0.531373724711741,0.98295462651779,"none"
"8696","Med30",0.00262314778467679,-0.225566759265699,0.993978183271232,"none"
"8697","Med31",0.00262314778467679,-0.333394967560487,0.993978183271232,"none"
"8698","Med4",0.00747407334478219,-0.413836144213755,0.982937550978633,"none"
"8699","Med6",0.000377727465762012,0.013561039498467,0.999130628490701,"none"
"8700","Med7",0.00669378611366504,0.476256521011764,0.984705160439594,"none"
"8701","Med8",0.00349420972577769,-0.299812619048351,0.991986564910106,"none"
"8702","Med9",0.00979683487381042,-0.364599862204139,0.977694484351856,"none"
"8703","Medag",0.933513509948225,-4.25858321113281,0.116543079627889,"none"
"8704","Mef2a",0.175049938376192,0.546442278455838,0.668267070883852,"none"
"8706","Mef2c",1.05045108876286,-1.56643043407555,0.0890325702879581,"DG"
"8707","Mef2d",0.00227470916581981,0.0529473136469546,0.99477598147742,"none"
"8708","Megf10",0.00669378611366504,-0.460432916064165,0.984705160439594,"none"
"8709","Megf11",0.035399065039488,-0.791747767869318,0.921724082968437,"none"
"8711","Megf8",0.757526970869224,0.967343726626235,0.174772472058644,"none"
"8712","Megf9",1.37891491762383,1.21616129038778,0.0417912231566458,"CA1"
"8718","Meis2",4.45460504614765,5.12962010534216,3.51070998002483e-05,"CA1"
"8719","Meis3",0.0337573668361956,-0.643424297988126,0.925214931894701,"none"
"8721","Memo1",0.00746652886953918,-0.368805477878153,0.98295462651779,"none"
"8722","Men1",0.00669378611366504,-0.248379050043042,0.984705160439594,"none"
"8725","Mepce",0.0024170758137261,-0.0942441565295133,0.994449936092229,"none"
"8726","Mertk",0.0501368728301991,0.849688345393491,0.89097009455303,"none"
"8727","Mesdc1",0.835320429436344,1.16065959872735,0.146109875456566,"none"
"8728","Mesdc2",0.0043216021398714,0.174283957653445,0.990098489295235,"none"
"8730","Mest",0.0132366352469797,-0.629718981698872,0.969981306809229,"none"
"8731","Met",0.161531922459483,3.40034383822474,0.689394917900844,"none"
"8732","Metap1",0.00669378611366504,-0.297721715459733,0.984705160439594,"none"
"8733","Metap1d",0.101877352619331,-1.01739315634141,0.790901951945029,"none"
"8734","Metap2",0.0826140307222912,-0.498391627031234,0.826772398206758,"none"
"8735","Metrn",0.0913538543681847,-0.736937489634798,0.810300572282458,"none"
"8736","Metrnl",0.0106984186094666,-1.08679428943942,0.975666922047053,"none"
"8737","Mettl1",0.00669378611366504,-0.458317789687239,0.984705160439594,"none"
"8738","Mettl10",0.000592281041289097,0.028313125900186,0.998637152025393,"none"
"8740","Mettl13",0.00441597237125908,0.299702600942863,0.98988336873403,"none"
"8741","Mettl14",0.00210342652220752,-0.128802817241238,0.995168391400424,"none"
"8742","Mettl15",0.00155575347493328,0.177685054442545,0.996424153860107,"none"
"8743","Mettl16",0.0105687669543909,0.500310137681632,0.97595823524627,"none"
"8744","Mettl17",0.00227470916581981,-0.140580760244732,0.99477598147742,"none"
"8746","Mettl2",0.0106984186094666,-0.877459740079657,0.975666922047053,"none"
"8748","Mettl21a",0.0365311957456399,-1.22195707159805,0.919324436568354,"none"
