gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
NUBPL	0.8068019511948075	2.6508292119611316	1.4903510389971961	0.15341598063385994	0.5353028491206538	-5.377124053664174
FGF23	0.8067339397865774	-2.5244872499053357	1.0091299089825865	0.32626200961818375	0.8469227758645745	-5.52928050615612
ISOC2B	0.8066049486259892	0.5271166446884951	0.9617371796120542	0.34890126530772203	0.8789089551741065	-5.649912673825189
GM14391	0.8064390516291651	5.9023149222994755	3.054518696194157	0.006814234477794781	0.06446582757132364	-3.1498507497362196
GM15268	0.8062429610766628	-3.8365424447966516	1.2519324627056636	0.2265900701284949	0.6832975576595384	-5.446108700574048
PUS10	0.8060295374827473	3.543754760170927	2.448761116430765	0.024786085752239048	0.15995208699600785	-3.9636035745899543
DNAH2	0.8059403407092628	1.4444193877575828	1.1777550931179908	0.25420432829928097	0.7339921622013841	-5.554376374649493
ABHD12B	0.8056871260351881	-0.6231350077032763	1.2720034829293048	0.21953135042495447	0.6712231542485094	-5.222544514205506
VMN2R-PS89	0.8056249787152252	-4.024759656423142	1.0624251572174284	0.3020642839170233	0.8112322485755565	-5.679216364039283
DAO	0.8052369762131499	-2.31648605742551	0.9450861976374438	0.35710688869366347	0.8899162550279295	-5.56873904383942
ZFP738	0.805176439723378	5.140668240901842	2.999795241155661	0.007677465479651813	0.06952015486082042	-3.1491211985269505
PNPT1	0.805113363921599	5.076791116637817	3.2129216870151205	0.004814878457877434	0.050433023666933766	-2.6900234474571683
GM2163	0.8050408512799963	1.1292138715979072	0.9366652705428758	0.36130656796813765	0.8956691060847481	-5.750510539533779
GM10647	0.8049997996725314	-0.3592105195237152	1.1173557538590293	0.2785083928881252	0.7762891246800885	-5.410108876549242
CIPC	0.8040238680926652	6.488834691747595	4.294895891641559	0.0004343794343435862	0.008526202841542622	-0.5226518742349944
D10WSU102E	0.8038913318528103	10.250464073612942	4.636071141497344	0.00020439957418971825	0.004845181627276272	-0.24264505252493418
DHTKD1	0.8038330918674106	5.211054188808919	3.2114157520849367	0.004830864036913996	0.050567912260318135	-2.714473638091694
GM1966	0.8036200859928657	-4.402798689387186	1.1012892997805612	0.2852538547933481	0.788792713942962	-5.667266099409763
GM14292	0.8036200859928657	-4.402798689387186	1.1012892997805612	0.2852538547933481	0.788792713942962	-5.667266099409763
EFCAB10	0.8034057195074253	-1.6772737045124402	0.5946588009866481	0.5594596761714428	0.9855036808390536	-5.791215122574104
ELP6	0.8031172548432304	3.2266199693851796	1.86445522913669	0.07861949267176283	0.34711609951293576	-4.9324756416251585
SGCA	0.803115987297363	-4.415925044781293	1.1000012262145906	0.2857997975005663	0.7897295352917505	-5.669632137139429
GM35106	0.803115987297363	-4.415925044781293	1.1000012262145906	0.2857997975005663	0.7897295352917505	-5.669632137139429
DNAJC5B	0.803115987297363	-4.415925044781293	1.1000012262145906	0.2857997975005663	0.7897295352917505	-5.669632137139429
GM14420	0.8030624648209486	3.2496109842526217	1.7836317235829322	0.09132214047392746	0.38414695365469337	-5.065499032177479
MAP3K14	0.8029644115351704	-1.0227506923242657	0.8081642214841114	0.4295290329049577	0.9825821838321736	-5.647367544395177
GM6377	0.8027252606470405	-4.216378137289916	0.8245593765505171	0.4203952806644009	0.9685907266507796	-5.910386706394519
GM3928	0.8022306465674323	-4.132434617435636	1.281317102310827	0.216314551805887	0.6645026216698873	-5.446091527148003
KYNU	0.801912241364592	-1.3806907158198358	0.8081356418034538	0.4295450632118888	0.9825821838321736	-5.644046789148226
H3F3A-PS1	0.8015797143033656	-3.94766902855451	1.3768989389269217	0.18539792899281488	0.601734337403228	-5.311023366985234
KLHDC8A	0.8013225116905113	-1.1449041244613303	0.9417679227351188	0.3587577799612993	0.8911848859675234	-5.534226307412451
HIST1H2AD	0.801317731633731	-3.0634673777061288	0.7603110520977766	0.4568951235798304	0.9855036808390536	-5.805447108520206
CNTRL	0.8012398431146837	2.6781321451102817	1.1775193593398448	0.25429597727889686	0.73410293691824	-5.772310844524401
NPHP4	0.8010488752300216	3.4293420048980887	1.8966032450872576	0.07401671748639611	0.33261530708054066	-4.920789587385191
HAUS7	0.8008027412833015	0.01136026614930603	0.5619801908620906	0.5810481868633588	0.9855036808390536	-5.887714640792853
GM8473	0.800275369926688	-2.559800769106273	1.1234301328286502	0.2759889778693505	0.7723609335093424	-5.419287013402512
STBD1	0.8000625727311026	-3.2119638339254326	1.2449117290751923	0.22910023365640808	0.6880618313135978	-5.367099684046035
MTM1	0.7996044303955099	2.587282705126212	1.6809185300512228	0.110017020204621	0.433881956560735	-5.093058715237099
HPS5	0.799364332763155	3.159363376746405	1.4094967645278522	0.1757011975279562	0.582962144612092	-5.586693303922813
INPP5K	0.7991419835960727	4.646459098007967	2.121740322625779	0.04797119708029552	0.24895146512217148	-4.77341111997754
CDKN3	0.7989017003641408	-3.4989908696631202	1.0028706823690379	0.3291913539409723	0.8503217257445038	-5.663150856011921
SCAND1	0.7987114679507077	1.8452516035253934	1.189957463570342	0.249494262084183	0.725477239570019	-5.60493632102135
GM37313	0.7986787765691453	-0.4066624638546482	0.8204159156588798	0.422691851261645	0.9722300945267491	-5.676661386406065
COL5A3	0.7984353937281772	-3.916665672387686	0.9583925099918715	0.35053901730136994	0.8804462282207133	-5.765003521640998
TRIM65	0.7982909702212888	2.6820153878794355	1.851529785723109	0.08054016264860729	0.35215626135110517	-4.847517863331433
GM17797	0.7977851690221889	-2.9056698512285495	0.614642137387153	0.5464689899878377	0.9855036808390536	-5.881202113949178
4933402E13RIK	0.7976770886579905	-4.446928400948117	1.2540384431873046	0.22584126983805586	0.681860867020103	-5.501129417548904
GM11945	0.7976770886579896	-4.446928400948117	1.253650344806285	0.225979117529119	0.6819622892277923	-5.501583777384592
GM12850	0.7976770886579896	-4.446928400948117	1.253650344806285	0.225979117529119	0.6819622892277923	-5.501583777384592
MCIDAS	0.7976192164117848	-1.6281025350891982	0.7331385523610957	0.4728976138683272	0.9855036808390536	-5.701908485563433
2810025M15RIK	0.7971855978010727	2.4312604060740894	1.1644148839375	0.25943005254410634	0.7430814671708675	-5.738895314188886
GM6904	0.7966096364225801	-2.8456231663441556	1.1555024877324747	0.26296599545892446	0.7482046997915054	-5.417699494631655
GLI3	0.7964960402372667	-2.5597094997256753	1.0632617724800102	0.30169502276373694	0.8112322485755565	-5.480428643258263
GM8101	0.7963530001887751	-4.402798689387186	1.329205646826181	0.20035297235844415	0.6318107686466286	-5.407574508930669
MEF2B	0.7963530001887751	-4.402798689387186	1.329205646826181	0.20035297235844415	0.6318107686466286	-5.407574508930669
GM14314	0.7963005550378774	-4.369837773079485	1.0992334334399447	0.28612558631994917	0.7898609789801022	-5.666887915331848
CPA5	0.7963005550378774	-4.369837773079485	1.0992334334399447	0.28612558631994917	0.7898609789801022	-5.666887915331848
GAL3ST2	0.7963005550378774	-4.369837773079485	1.0992334334399447	0.28612558631994917	0.7898609789801022	-5.666887915331848
OLFR545	0.7963005550378774	-4.369837773079485	1.0992334334399447	0.28612558631994917	0.7898609789801022	-5.666887915331848
RASSF7	0.7962413375457524	-3.09663905307314	0.6992937510515229	0.49329058286933114	0.9855036808390536	-5.853446628751907
RDH16	0.7961664123183003	1.829743610841033	1.4704480033201364	0.1586739528470648	0.5470217289676776	-5.257088758585106
GM5745	0.7959084204444227	-3.7594518169280198	1.1204700589109924	0.27721458731158016	0.7740601912885512	-5.580999613922108
CRB3	0.7956219763263763	-3.7033907841599745	0.857811521455963	0.40225407225544874	0.9468851778602477	-5.821526154305828
GM13420	0.7954836219958605	-3.8705784006858788	1.3058974981142282	0.20800158648266925	0.6468708264638027	-5.387180094536763
CCNB2	0.7953806900040847	-1.700509919311111	0.6267881247825895	0.538653069427228	0.9855036808390536	-5.772710182182188
MAATS1	0.7952589398976959	2.2384090108423673	1.5320981256586204	0.14285377102287042	0.5121772748890927	-5.243031999613385
ZCCHC8	0.7948156935003281	4.558768949935439	2.1850967089508644	0.042320629855889455	0.22848085236066132	-4.6444490382226125
1700073E17RIK	0.7947790070488723	-4.055343989567004	1.178960096623327	0.25373623442489707	0.7328356419172747	-5.558141197888995
SP110	0.7946700986396626	-0.7794576023477123	1.0670073162472673	0.3000458300905427	0.809877373680569	-5.432093722804347
GM7468	0.7945724003448298	-3.371319028292272	1.2559180551526612	0.22517457626175152	0.680079666037276	-5.377245063279455
MAFB	0.7941813681057189	-0.5401650468745461	0.7482849922675494	0.46393652375428474	0.9855036808390536	-5.720704484879987
MATK	0.7936985308524713	5.8108747265978495	2.8792068323890563	0.009970302595468626	0.08425695343207762	-3.5016735641646326
SERPINA10	0.7932620923929428	0.4778743487724145	0.9552610907970959	0.35207713558690734	0.8824706023213427	-5.650114552002202
RPL31-PS24	0.7930973493540279	-4.072290637224357	0.844258729613712	0.40958577172974286	0.9561701542565264	-5.883985338719842
MAP2K1	0.793007691271832	7.850754629260029	4.909785492386936	0.00011233137159140194	0.0030720270227483906	0.6673981572549961
PLPP7	0.7925019249676915	3.137383944981875	1.6754592449077026	0.11109669343675818	0.43655286056578824	-5.2085137847684075
NLRP9B	0.7924921923337496	-2.9775932780039858	1.0706352369827954	0.2984546538782674	0.8080610630103664	-5.522767148653804
RBL2	0.7924835687477776	5.610386124128972	3.2209061029487565	0.004730985519045984	0.04987202118548362	-2.7550055760888075
DLK2	0.7923541795602818	1.728316405298818	1.4878466928118075	0.1540695763646638	0.5366053395988463	-5.217459656802643
RBM4	0.7921670289847791	4.740029618616971	2.9562329407403705	0.008439666626261739	0.07449430721048604	-3.1732946544086356
RNF25	0.7921447835003037	2.3423511646181465	1.5265045398408152	0.14423292765624554	0.5150226462195364	-5.269546227938078
GM9985	0.7919545004275841	-1.7362330014877896	0.8726968181919512	0.39430054644982626	0.9379467783662235	-5.597492581018149
CCNJ	0.7917982404318855	3.704113421802504	2.1101706475368216	0.04907448885505724	0.2528625974190916	-4.613593227165854
B930094E09RIK	0.7917112497724363	-1.5340059075293182	0.9906513092026629	0.3349632218969829	0.8588908835026325	-5.490936192741643
GM3962	0.7917037556664823	-3.506034392633822	0.9583250433629308	0.3505721073669895	0.8804613877258302	-5.70585002106681
DNAAF3	0.7912068183169549	-2.8893417362059326	0.8179665547831325	0.4240531862235437	0.9742595758883873	-5.737721644023029
NAV2	0.7910994720006546	7.409585457384182	4.108113912929762	0.0006579860401118939	0.011714167226149604	-1.0529224386367968
CEACAM1	0.7910222388447297	0.21600669859592372	1.3840642249059472	0.18323044133817296	0.5979673634252695	-5.158126054325613
PEA15A	0.7909342291247503	7.495224049883655	1.6226078362802676	0.12202538233063073	0.46376200427047143	-6.0202154501161536
4930519P11RIK	0.7908855544112101	-4.047626817059139	1.017210697022287	0.32250741568347807	0.8416070352019173	-5.726129315098972
PDE3B	0.7907449785682079	4.452360678644131	2.6157922965304348	0.017490148834771596	0.12512627031848908	-3.8113579429490017
CPSF1	0.7907086603653335	5.065727281873012	3.261052950256315	0.004330404944175245	0.04679023061351341	-2.5857408871781784
GSTM2-PS1	0.7905463915432049	-4.446928400948117	1.2140608093712262	0.24038539489126368	0.7070772136064069	-5.547313244198976
1700011E24RIK	0.7904776411882328	-4.003497105498208	1.13509386119285	0.2711986759006253	0.7632871839929041	-5.601557427131704
GM14740	0.7901830469208583	0.46852019744402096	1.3797491815958842	0.18453328334848743	0.5999451721571603	-5.189706200332851
RBM33	0.7901137920587686	6.311116419188079	3.0926458320975736	0.006269415875740843	0.06101431526917165	-3.1267522252870483
WDR90	0.7886770630993687	2.397309187323588	1.4393056299788576	0.16719709828550416	0.564622015835161	-5.397598657872158
SRSF6	0.7886216914900857	6.376465498819371	3.8276710684233093	0.0012295018121331598	0.018576094231226345	-1.5418408266071157
3000002C10RIK	0.7881400472405273	2.4676033489973044	1.6296182141003908	0.12052517830158699	0.4598864348278634	-5.1462369196017885
PRAMEL5	0.7880228249252488	-2.280441961335147	0.9294038065444472	0.364954877629026	0.8997115019740188	-5.5795196417266615
GM14172	0.7878154185941937	-4.191714317124698	1.178178643647114	0.2540397222495079	0.7335819628117112	-5.568767490727477
CCDC166	0.7876792654868217	1.7280429086520082	1.347018978475005	0.19465897272547916	0.6205898911028599	-5.399707211553634
RIN3	0.7874083078544916	-1.5139563451156919	1.0869118331700935	0.2913911339940186	0.7981598307126972	-5.397960280979424
TSPAN7	0.7873639969416146	7.831999712950233	4.781323065076052	0.00014865343063899067	0.003813467804930678	0.38691885298935436
GM4134	0.7872176751481071	0.5152280895610173	1.0388324479937923	0.31261202228555185	0.8269210138202974	-5.5754121247979
NUP160	0.7872115304665224	4.4291949800027535	1.6809635771712272	0.1100081488391482	0.433881956560735	-5.458774736893217
GM18558	0.7870954633566289	-1.853445237633465	0.9521511846755101	0.35360926849469376	0.8848587147956648	-5.53285219189665
TMCO4	0.7868122787456746	-1.3292434382898377	1.231832130336302	0.23383382805537822	0.6966210271177433	-5.243214911472119
DVL1	0.7866741134992146	3.922230216331449	2.004149845001231	0.060309430009982644	0.2899985357926825	-4.839639289981439
TOX3	0.7866632349858644	3.559700929032416	0.6788663890353704	0.5058425863351781	0.9855036808390536	-6.410319752562629
GM12467	0.786570784996101	-2.336270038278845	1.0944998287578922	0.288140155480363	0.7924645668852306	-5.42805149333631
ARHGEF16	0.7863907324323285	-4.014665900751438	1.0190914776139544	0.32163794712632016	0.8403595229306808	-5.721467751578959
ZFP879	0.7857055505028407	1.8154339950447715	1.34772492455072	0.19443599692853497	0.6200612527233946	-5.413071357234793
FNDC3A	0.7856798692776144	6.116385739123587	3.2260672037333022	0.004677521469422237	0.04953636794691743	-2.8163143256269283
HOXD10	0.785460591959529	-2.274278409185136	0.8379586901883773	0.4130231103642771	0.959896029686141	-5.655590893577057
GM15719	0.78539037404793	-3.7972596254659434	0.9561990635932822	0.35161592815355014	0.8819938928494786	-5.749041383981261
DUSP2	0.7853802138647481	-3.6614515885642676	0.9894464842616632	0.33553613525427584	0.859682568549453	-5.698346438710301
DDX39B	0.7850842770328157	6.424102573452879	3.971027555209845	0.0008930558009653367	0.014663777995265347	-1.2314527001942972
AKR1CL	0.7849943203934069	0.08540135685511821	1.2655505112538685	0.22178187878642416	0.6749284616506737	-5.287488881954685
SREK1	0.7849616878097816	7.060125537557632	4.391063506723179	0.00035097754068588293	0.0072514985331529015	-0.38119120148530694
GM13097	0.784523344788961	-3.988347117370076	1.17694715260273	0.25451854452307376	0.7344309261214028	-5.553908532712653
TMEM213	0.7842920882100337	-4.017944923906668	0.8813137823530588	0.38974380755331195	0.9325675577272662	-5.848102820303197
SLCO1A6	0.7825585915117428	2.3177868398314705	1.7536764760397552	0.09646618861778064	0.39761152763165636	-4.933906814816005
FUT9	0.7821926441830271	6.54597855102273	3.945072911067299	0.0009462643261486541	0.015298174977735618	-1.3046920106447395
GM26727	0.782074874495589	-0.8766023265606802	1.22576373594919	0.23605540409518877	0.6992706236003844	-5.259531579089747
2510002D24RIK	0.7817238607767407	2.447173096018046	1.7494219257333	0.09721682989050133	0.39982617363281625	-4.963664161122509
RBL1	0.7815878959270367	0.48951367039661625	1.2682224585955684	0.22084784855027303	0.6736070502397388	-5.326318910413626
ARHGAP8	0.7815523366495187	-2.2650590173826677	0.8505016817922239	0.4061978420424325	0.9513027181511889	-5.644745706163763
SIGMAR1	0.7815252618202826	3.5984906595569437	1.7531581480504463	0.09655736882376449	0.39786819587244765	-5.183365358399891
GM42857	0.7815212939851444	5.783445914220922	3.1589097830366115	0.005421901067499449	0.054868734658131975	-2.91218530146356
TAS2R137	0.7811773357648066	-4.09175652862007	0.9562367952458007	0.3515973839401121	0.8819938928494786	-5.787606795459307
GM12504	0.7807752107612675	-0.5409989569074919	0.9083134570159497	0.3756921621960998	0.9164680907804398	-5.594427951132666
INTS10	0.7805784786394403	6.428850173099107	4.098286794498743	0.0006725430536539909	0.011885031502249602	-0.9504393202232055
KLRG2	0.7803782744994718	-2.570023453171943	0.9094368449488548	0.3751149468751138	0.9156034524190884	-5.624270696139953
MICU1	0.7802794180774475	5.445803604447971	2.4119716127251016	0.026739160616550028	0.16857792388706008	-4.375129781488404
ADRA2A	0.7800164351297414	1.001472421031253	0.6640256776649601	0.5150750597537016	0.9855036808390536	-5.944873341942658
KLHL17	0.7799727604348141	3.837284380623483	2.1168418800080357	0.04843552939892083	0.25048241995208637	-4.628134411678198
RAB3D	0.7798469387944835	3.208975581331379	2.1567095767839692	0.0447725232080969	0.2373862814083261	-4.434575000168664
CCL27A	0.7798082769713934	5.813412732609328	2.002756606749528	0.06047137444084081	0.29063290546100357	-5.174279023813368
FAM181A	0.779432188643459	-4.415925044781293	1.085811773516246	0.29186465234643844	0.7989825933657336	-5.68440429520355
H2-EB2	0.7792624319948658	-3.689003321985726	1.0919874421065596	0.2892136053076702	0.7943445980881318	-5.600723212360456
GM11790	0.7792144726496639	-4.3799315287511895	1.0889620988409892	0.29051009714432924	0.7970266310422299	-5.678359146054879
NR5A1	0.7792144726496639	-4.3799315287511895	1.0889620988409892	0.29051009714432924	0.7970266310422299	-5.678359146054879
HPS4	0.7790657135349672	3.6948190409293287	2.048558398363568	0.055347712680582785	0.2739522374869789	-4.718726019831088
ZFP398	0.7790353970190349	5.853923092269749	3.3320410760648467	0.003702017563229723	0.04174582798951771	-2.552128141157527
CRYBG3	0.7787638952559821	1.4941276176774223	1.5610554573786872	0.13588854072117307	0.49600231821779456	-5.081540679056031
GM5862	0.7786133284946395	-2.6904139408189267	0.6707361193263643	0.5108887326927015	0.9855036808390536	-5.818784687410129
SNX20	0.7776376673874085	0.15924862181329644	0.9971635659932379	0.33187838016392934	0.8544142080575047	-5.5766464789787396
EMC6	0.7774797487722895	3.665039173092478	2.304014839243763	0.033332443004485394	0.19531000171056462	-4.257606379520228
POGK	0.7772111668143804	5.220097900832909	3.087102758803821	0.00634590195391019	0.061449988932017585	-2.9789320724133086
GM6944	0.7771392162439126	-3.327189316731341	1.4021762302330318	0.17784235178437496	0.5869284551739883	-5.193481551013441
HSPA2	0.7770568656066628	6.2645197868232	2.7844903631440783	0.012221729685369906	0.09744137902947839	-3.760420049747653
TLCD2	0.7770437997668342	1.2150000532785352	1.2853832138379513	0.21492176203645372	0.6612227097480006	-5.3972747228081195
LPIN1	0.7768395258771319	3.6352183369685394	2.362707590738806	0.029580535279335223	0.17985392010108495	-4.143091074042214
DONSON	0.7765031181937094	3.3414391733545754	1.9744082431562662	0.0638523907996323	0.30186115720267775	-4.7744765735291965
MUSTN1	0.7764970051919602	-4.084941796103595	0.8102311218354767	0.4283707111812566	0.9811314254826387	-5.912504930900108
DUSP9	0.7764485845561748	-4.035695495852025	1.0391885566831311	0.3124508803372058	0.8269009880209828	-5.7034679585354
ATP11A	0.7761810363085493	5.613919941416298	2.9406339185057546	0.008730036514311684	0.07640564314073213	-3.3455409855372684
SSBP2	0.7760462299488475	6.851079846956853	4.007369956039851	0.0008235550739412983	0.013815348621827636	-1.2058425839013625
GM16232	0.7758593453032732	-3.8806721563575826	1.441079113323092	0.16670189398558355	0.5636515779601903	-5.218959728913159
GM8956	0.7756641480667417	1.6822547405389752	1.4796543384730634	0.15622370295748733	0.5415294964755488	-5.2212068543232055
HTRA2	0.7754325437810969	3.4193526653677924	1.9433882194130765	0.06774509897734043	0.3137009655615003	-4.841725418759678
ZP1	0.7752748590069523	-4.4305127422534065	1.0816180926907255	0.29367495754809675	0.800338915506928	-5.689877282455021
GM5931	0.7752748590069523	-4.4305127422534065	1.0816180926907255	0.29367495754809675	0.800338915506928	-5.689877282455021
SPATA31D1D	0.7752748590069523	-4.4305127422534065	1.0816180926907255	0.29367495754809675	0.800338915506928	-5.689877282455021
PSMB8	0.7751876222072973	-2.0958813527061535	0.95038286326152	0.3544824896946933	0.8865194916332975	-5.547106039826756
HIST2H2AC	0.7751505767977662	-1.8403634955109722	0.852825293740957	0.4049415102033185	0.9494863922495461	-5.6168613343877904
2610024D14RIK	0.7749633674533642	-3.2819845655888833	1.0836336011950523	0.2928038963032838	0.7996148360572348	-5.55195773209473
GM9392	0.7747266481713774	-0.9862237924231447	0.727117729449963	0.4764882494387578	0.9855036808390536	-5.708300217590311
PIRT	0.7744773272891499	-1.0130517328874624	0.9028861552969327	0.37848917618563227	0.9203918409878886	-5.571115431924303
TMEM80	0.7744464539110871	2.7952233231834307	1.5640531696470805	0.13518399905008538	0.49420670243607934	-5.30278691353905
ZBTB39	0.774212058820245	3.47165167504279	1.7621600643476418	0.09498440601252839	0.39352928189328124	-5.143755290913731
CCL19	0.7740186203891137	-3.738700090775918	0.8007094925018357	0.4337231504657486	0.9855036808390536	-5.8727609780408025
MST1	0.7740179496857504	-1.9448392060866122	0.7577694364331965	0.4583778201408001	0.9855036808390536	-5.69394817680721
GRPR	0.7738292182272315	-3.8035815284889507	1.0712861675562306	0.29816980893123557	0.8079308710713891	-5.6384415616915415
GM17149	0.7737722582771442	-3.3062797162362205	1.0251939108862418	0.31882828437110683	0.8356243606807844	-5.6137576950132555
ABHD18	0.7736009765268266	4.528447364476261	2.762722205319957	0.01280431306881311	0.10087322589501271	-3.5320398398210995
SEPT3	0.773300384304612	9.243983032592915	4.271590096140189	0.0004574442753611283	0.008866626859650124	-0.9232181391583518
SASS6	0.7732995863321692	3.308892729998558	1.317569778974756	0.2041430381553483	0.6390564672689164	-5.734907840303111
FAM114A2	0.7732215351842262	4.38284279614723	2.6359485273370966	0.016762165983229774	0.12122398439071773	-3.7590154765398
WNK4	0.7731490259514224	-0.8189852320458738	0.6456390624089405	0.5266440032163813	0.9855036808390536	-5.77072282858177
MLLT6	0.773086224390255	5.4863789804971095	3.2245121540256942	0.004693567643688049	0.04962555730870171	-2.728799209451269
SLC26A1	0.7728609866741833	-0.77098843987733	0.756416435252032	0.45916831010833026	0.9855036808390536	-5.699215299301804
2010107G12RIK	0.7721803140859615	-0.8667033783434718	0.935843978302245	0.36171795390854156	0.8963488229650176	-5.549318218679877
RPL5-PS2	0.7721332148547588	-1.7329539783325605	1.0534912767696172	0.3060278259674062	0.8165798798048483	-5.434520384548622
OLFR572	0.7710395084225818	-4.4876064897636825	0.9969934145028049	0.33195872638315405	0.854418284673629	-5.778720423093042
OLFR820	0.7710395084225818	-4.4876064897636825	0.9969934145028049	0.33195872638315405	0.854418284673629	-5.778720423093042
GM12485	0.7710395084225818	-4.4876064897636825	0.9969934145028049	0.33195872638315405	0.854418284673629	-5.778720423093042
5730559C18RIK	0.7709907359853623	-1.468044446833047	0.5281552820727156	0.6038310264938542	0.9855036808390536	-5.824307915315848
CLEC2G	0.7709134061224199	-2.6035354379148434	0.8319752741232482	0.4163048119970014	0.9639433512366	-5.692123815901283
GPR82	0.7707615880710115	-0.9125341815030604	0.7538834449377828	0.4606504336751637	0.9855036808390536	-5.692734048422855
CCDC107	0.7704275295317684	3.0274729012486614	1.5504911620352975	0.13839597999146874	0.5020016465495273	-5.36802264856844
ZMIZ1	0.7704177274759161	7.460646419289564	4.736072803572291	0.0001641276162139496	0.0040930031739975295	0.33272917414963743
MTERF3	0.7702410603022605	5.345999238515688	2.65318813718061	0.01616247720022991	0.11814727268739493	-3.889120455199673
GATM	0.7700230846383246	0.6612362210331924	0.9139265527786611	0.37281400017314814	0.9119707472666065	-5.708738684027794
CR2	0.7700072200400547	0.20402942584944625	0.9975074711779727	0.3317160283802375	0.8543341585633467	-5.580963553798424
GM7416	0.7698830535160197	-4.132434617435636	1.0104958145842104	0.32562520987789545	0.8458804797761912	-5.739049510141953
SSNA1	0.7697814284051261	3.5869583725690313	1.8044388520451269	0.08789126044130569	0.37350916424678143	-5.100695726480508
DPH1	0.7693998503200759	1.695157278758015	1.5769014308002751	0.13219890908405021	0.4865182966449542	-5.089805584325427
AQP11	0.7689183681281015	4.645899012987019	1.996163332681666	0.0612430614759751	0.2934041208117376	-4.9913492615950545
PMP22	0.7689084691918788	-0.9988274845890852	0.5981395323936659	0.5571852827005916	0.9855036808390536	-5.7899629352415145
PDE6A	0.7687615523373574	2.148685385556228	1.737525926461921	0.0993425960778359	0.4050548394390207	-4.929057078162453
TMEM39B	0.7686819902824471	3.5418917887869346	1.7428703840633475	0.09838263590625283	0.4027376733249173	-5.187824069445503
RP23-61O11.12	0.7686816969076138	-3.6341325784504077	1.1124620262405043	0.28055043662973683	0.7799618494514057	-5.57170173402387
KHDRBS1	0.7686477212518552	6.590388622337941	4.086860038354084	0.0006898774333462495	0.012109693198932224	-0.9965248200568482
ME3	0.7685832448112899	6.1094455332100495	3.441253697363536	0.0029064632594949426	0.035168939145015926	-2.351869839545123
WFDC3	0.7682732707180739	-1.6442387631635684	0.9482427702022876	0.35554127124424173	0.8873431151959451	-5.530965442731305
GM8258	0.7682561097692195	-3.4143737002716765	1.0398825273862837	0.31213702378962316	0.826204741944652	-5.615596470499109
ZFP595	0.7676795133141803	1.7179227384162181	1.363286105470116	0.18957239989789892	0.610111173089124	-5.377764708926157
CNP	0.7667182237485335	0.3114546365892511	0.725990857577672	0.47716207785670095	0.9855036808390536	-5.816618595569158
GM6758	0.7666876979854322	-3.94766902855451	1.0192475102088572	0.32156588925690155	0.8403595229306808	-5.711965029127055
MYL4	0.7665757638850694	-1.2064493739075002	0.8997668928186795	0.38010299833509986	0.9221074899603048	-5.570056849194867
CCPG1OS	0.7663375490863964	2.617207140478058	2.009881483995453	0.05964729980195955	0.28815804307974563	-4.575972293722025
FAM120A	0.7662183360384427	7.6499270263018335	3.4136598707013137	0.003089906198423765	0.03678708422779749	-2.6141829503345058
FAM124B	0.7660509690508375	-1.0589875848946717	0.9905575919285118	0.3350077614098327	0.858937413324005	-5.491533061888906
WDR92	0.7657930794053698	2.4216936035806143	1.5752997518695375	0.13256798738353867	0.48772649903612103	-5.215771413374073
LIPH	0.765656445333188	-2.374244497531219	0.8895413781237268	0.38542552275422026	0.9280304069573055	-5.622016716208497
GPR153	0.765527908036304	-2.4233458770447585	0.5947914226383815	0.5593729284964357	0.9855036808390536	-5.8367355303115
RPL7A-PS8	0.7652883137533926	-3.8916079957864653	1.1057489094535085	0.2833695845421217	0.785317189758904	-5.615931205698407
4933407L21RIK	0.7651909664440779	0.6278082207622038	1.097279745591532	0.2869557997784651	0.7911131696772885	-5.529777100069689
CREB3L3	0.7650290615242898	-2.7087781336858145	0.7320643007637024	0.47353707842706017	0.9855036808390536	-5.779310960605438
RHOBTB2	0.7649962301187845	4.888753671803332	2.77609787353523	0.012443261303362535	0.0987209887510069	-3.5674580168230214
GM6061	0.7647332064564034	-2.0920462942407396	0.7803499334748285	0.4453078738022028	0.9855036808390536	-5.686239451333202
DECR1	0.7646322670057872	-0.13823628044504976	0.7298754428751265	0.47484162475465785	0.9855036808390536	-5.767765852927443
MEF2D	0.7645838562068246	8.590204850597253	4.848112915123093	0.00012847989305746321	0.0034188468026672796	0.43990910704651665
ENPP6	0.7640267879955615	-0.6066902876092383	1.0749909500162707	0.29655236014727804	0.8057271671926044	-5.435239037456823
SH3PXD2A	0.763804925556923	5.87597250284077	2.7180971483606795	0.014082908336088393	0.10758548565484992	-3.8395559494291067
ZDHHC21	0.7632192648881633	6.9402379897296775	4.0311422744313505	0.0007810563019471689	0.0132527092234456	-1.1644999984070497
CYSTM1	0.7631500181702902	3.3473108839057475	1.9418132566071125	0.06794827518579112	0.3143742774589688	-4.8299787411161335
GIF	0.763124706090327	-4.402798689387186	1.3161485305497886	0.20460982472719666	0.639807296979162	-5.423545358228799
GPR17	0.763124706090327	-4.402798689387186	1.3161485305497886	0.20460982472719666	0.639807296979162	-5.423545358228799
GM12129	0.763124706090327	-4.402798689387186	1.3161485305497886	0.20460982472719666	0.639807296979162	-5.423545358228799
GM8242	0.763124706090327	-4.402798689387186	1.3161485305497886	0.20460982472719666	0.639807296979162	-5.423545358228799
